Dist_ID,District,Name,Prov_ID,Province,Sect_ID,NO2_max,NO2_mean,NO2_min,year,month,date,CO_mean,CO_min,CO_max,SO2_mean,SO2_min,SO2_max,O3_mean,O3_min,O3_max
12,Gasabo,Kimihurura,1,Kigali City,1208,4.504452189635664e-05,4.4271988796902156e-05,4.34113332510178e-05,2023,1,2023-01,0.03262144853383668,0.032376047434861124,0.03310149386684012,9.139074318896999e-05,3.3550323580524296e-05,0.00016107647879628025,0.11832457457805506,0.1181609187930223,0.11843950171968678
12,Gasabo,Kimironko,1,Kigali City,1209,4.5334207288810225e-05,4.3270415110678284e-05,4.114077007354882e-05,2023,1,2023-01,0.03282371848695511,0.03223101927003719,0.03313400759617419,6.937458027339398e-05,-4.711767627562228e-05,0.0001267588365569365,0.11814522799973651,0.11796664067614206,0.11838291156143711
12,Gasabo,Kinyinya,1,Kigali City,1210,4.4991053479666764e-05,4.231395109325225e-05,3.94652215058609e-05,2023,1,2023-01,0.032535355357564445,0.030832516019422978,0.033312839586968804,-2.6027551785125014e-05,-0.00012708586293210994,0.00011820220442401219,0.1181642932489012,0.11800512676501405,0.11840760561337013
12,Gasabo,Ndera,1,Kigali City,1211,4.2405017441491696e-05,3.9673317987426156e-05,3.729265324760857e-05,2023,1,2023-01,0.032403221110397305,0.03076549614098339,0.03318912322629193,2.3044322657756214e-05,-0.0001451050624682626,0.00017814925615757787,0.11820110192914632,0.11796664067614206,0.11842878107579351
12,Gasabo,Nduba,1,Kigali City,1212,4.3959958730852734e-05,3.703655434331371e-05,3.2551071703358997e-05,2023,1,2023-01,0.030723040879545537,0.03003034649755522,0.031741668598411085,-4.478116101671756e-05,-0.00024577972088369985,0.00016709080937040512,0.11810403489230527,0.11765744999037414,0.11840760561337013
12,Gasabo,Remera,1,Kigali City,1213,4.5334207288810225e-05,4.4532068010179424e-05,4.208670183780147e-05,2023,1,2023-01,0.0327094947494666,0.03220206498201074,0.03309480471266249,0.00011297778664358232,-2.9141946896187532e-05,0.00016107647879628025,0.1182378137153284,0.11804136290926033,0.11842625540396327
12,Gasabo,Rusororo,1,Kigali City,1214,4.020356915716922e-05,3.799223334925198e-05,3.61242493901348e-05,2023,1,2023-01,0.03229196027084874,0.03144265581641856,0.03345461464064483,-1.5469763637011542e-05,-0.00016727660108682707,0.0001534596014349478,0.11830906864937395,0.11810512771164769,0.1185021733633019
12,Gasabo,Rutunga,1,Kigali City,1215,3.886168597378912e-05,3.541413585090622e-05,3.2551071703358997e-05,2023,1,2023-01,0.03096940592744012,0.03030340180712712,0.03203757747432534,9.177952213431291e-05,-9.440919011532684e-05,0.0002032370362109376,0.11815867411589048,0.11761359346492144,0.11851632930008263
13,Kicukiro,Gahanga,1,Kigali City,1301,4.0692951377870096e-05,3.698913427307206e-05,3.334163525695218e-05,2023,1,2023-01,0.03265412658714443,0.0316459609524997,0.03336480278481013,-1.965838202218884e-05,-0.00016677093583851796,9.2445100148478e-05,0.1183170888733056,0.11806376753506097,0.11842205881345293
13,Kicukiro,Gatenga,1,Kigali City,1302,4.283397454246863e-05,4.009799902903143e-05,3.639702265908005e-05,2023,1,2023-01,0.032771005454149446,0.03203214594262675,0.033497764716295536,2.4866226501652597e-05,-4.5579210168729444e-05,8.751650784687196e-05,0.11832367505618994,0.11813586802977193,0.118471867252458
13,Kicukiro,Gikondo,1,Kigali City,1303,4.496569254140492e-05,4.2430115774957375e-05,4.0272790262740904e-05,2023,1,2023-01,0.03236932862924024,0.03205122635518125,0.032912444496435975,3.1075717372858683e-05,-4.5579210168729444e-05,9.224266628647536e-05,0.11834286836731076,0.11824216981608969,0.118471867252458
13,Kicukiro,Kagarama,1,Kigali City,1304,4.123849461995267e-05,4.039532843275444e-05,3.723496837937254e-05,2023,1,2023-01,0.03304367028892816,0.03250156142201606,0.033497764716295536,-1.891326855185075e-05,-0.00010960782787747471,5.745839351579333e-05,0.11830448492879564,0.1182708005288263,0.11840049334227985
13,Kicukiro,Kanombe,1,Kigali City,1305,4.440064717022632e-05,3.6937326610623443e-05,3.364189906271319e-05,2023,1,2023-01,0.03233566863894697,0.0315297771740704,0.033331258625095665,-6.098133403805114e-05,-0.00012717196820396018,6.37187226818428e-05,0.11825899030885768,0.11811076929596026,0.11843672142601812
13,Kicukiro,Kicukiro,1,Kigali City,1306,4.496569254140492e-05,4.240298147950601e-05,4.071967321736939e-05,2023,1,2023-01,0.032256538797301386,0.03205122635518125,0.03250156142201606,6.669456277687395e-05,-1.7901204413116327e-05,0.00010249595902342262,0.11841056969200721,0.11828081353029782,0.118471867252458
13,Kicukiro,Kigarama,1,Kigali City,1307,4.4245519047085607e-05,4.050373555489238e-05,3.778227192940757e-05,2023,1,2023-01,0.03266712739502999,0.032142747150831326,0.03317892859172573,2.3260532244785172e-05,-4.5579210168729444e-05,6.171195799317525e-05,0.11826460407752276,0.11813586802977193,0.11840086147840542
13,Kicukiro,Masaka,1,Kigali City,1308,4.136837007792157e-05,3.870366035463825e-05,3.419843118559153e-05,2023,1,2023-01,0.031921727427735164,0.03144265581641856,0.03273496262693637,-2.7778774025154833e-05,-0.00013570318308638835,0.00010015553417338096,0.1183586413313523,0.11811608598409062,0.11854150468788863
13,Kicukiro,Niboye,1,Kigali City,1309,4.440064717022632e-05,4.170954188650233e-05,4.0237064754285695e-05,2023,1,2023-01,0.03272401831076548,0.03237234404245981,0.03329573054004746,1.711683254553671e-05,-6.936266570598757e-05,9.117325978248245e-05,0.11834470893389515,0.11828081353029782,0.11839312331289338
13,Kicukiro,Nyarugunga,1,Kigali City,1310,4.440064717022632e-05,3.850336046570132e-05,3.582190770425961e-05,2023,1,2023-01,0.032677850971696815,0.0315489297775329,0.03318912322629193,-3.075928597586759e-05,-0.00011663314877022316,5.036193995616689e-05,0.11828035393839852,0.11811076929596026,0.11843672142601812
